qt5-translations 5.15.16-3
qt5-wayland 5.15.16+kde+r60-1
qt5-x11extras 5.15.16-3
qt6-5compat 6.8.2-2
qt6-base 6.8.2-3
qt6-connectivity 6.8.2-1
qt6-declarative 6.8.2-1
qt6-imageformats 6.8.2-1
qt6-multimedia 6.8.2-1
qt6-multimedia-ffmpeg 6.8.2-1
qt6-positioning 6.8.2-1
qt6-shadertools 6.8.2-1
qt6-speech 6.8.2-1
qt6-svg 6.8.2-1
qt6-translations 6.8.2-1
qt6-wayland 6.8.2-1
qt6-webchannel 6.8.2-1
qt6-webengine 6.8.2-3
rapidjson 1.1.0-6
raptor 2.0.16-6
rasqal 1:0.9.33-7
rav1e 0.7.1-1
re2 1:20240702-3
readline 8.2.013-1
redland 1:1.0.17-9
rofi 1.7.8-2
rrdtool 1.9.0-3
rsync 3.4.1-2
rtkit 0.13-3
rubberband 4.0.0-1
run-parts 5.17-1
runc 1.2.6-1
sbc 2.0-2
scribus 1.6.3-4
sdl2-compat 2.32.52-1
sdl3 3.2.8-1
sed 4.9-3
semver 7.7.1-1
serd 0.32.4-1
shaderc 2025.1-1
shadow 4.17.3-1
shared-mime-info 2.4-1
simdjson 1:3.12.2-1
slang 2.3.3-3
snappy 1.2.1-2
sof-firmware 2025.01-1
solid 6.12.0-1
solid5 5.116.0-1
sonnet 6.12.0-1
sonnet5 5.116.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
spandsp 0.0.6-5
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.309.0-1
sqlite 3.49.1-1
sratom 0.6.18-1
srt 1.5.4-1
startup-notification 0.12-8
steam 1.0.0.82-1
sudo 1.9.16.p2-2
suil 0.10.20-1
suitesparse 7.10.1-1
svt-av1 3.0.1-1
syndication5 5.116.0-1
systemd 257.4-1
systemd-libs 257.4-1
systemd-sysvcompat 257.4-1
taglib 2.0.2-1
tar 1.35-2
tdb 1.4.13-1
testdisk 7.2-2
texinfo 7.2-1
thefuck 3.32-11
thin-provisioning-tools 1.1.0-1
thunar 4.20.2-1
tinysparql 3.8.2-3
tor 0.4.8.15-1
torbrowser-launcher 0.3.7-3
tpm2-tss 4.1.3-1
tree 2.2.1-1
tree-sitter 0.25.3-1
tree-sitter-bash 0.23.3-1
tree-sitter-c 0.23.5-1
tree-sitter-lua 0.2.0-1
tree-sitter-markdown 0.3.1-1
tree-sitter-python 0.23.6-1
tree-sitter-query 0.5.0-1
tree-sitter-vim 0.4.0-1
tree-sitter-vimdoc 3.0.0-1
tslib 1.23-1
ttf-cascadia-code 2407.24-2
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-liberation 2.1.5-2
twolame 0.4.0-4
tzdata 2025a-1
uchardet 0.0.8-3
udisks2 2.10.1-5
uefi-firmware-parser 193.0c5fb74-4
unibilium 2.1.2-1
unzip 6.0-22
upower 1.90.7-1
usbmuxd 1.1.1-4
usbutils 018-1
util-linux 2.41-2
util-linux-libs 2.41-2
v4l-utils 1.28.1-2
vamp-plugin-sdk 2.10.0-3
vapoursynth R70-2
vi 1:070224-6
vid.stab 1.1.1-2
vim 9.1.1198-1
vim-runtime 9.1.1198-1
vlc 3.0.21-15
vmaf 3.0.0-1
volume_key 0.3.12-10
vte-common 0.78.4-1
vte3 0.78.4-1
vtop 0.6.1-1
vulkan-headers 1:1.4.304.1-2
vulkan-icd-loader 1.4.304.1-1
waterfox-bin 6.5.2-1
wavpack 5.8.1-1
wayland 1.23.1-1
webkit2gtk-4.1 2.46.6-2
webrtc-audio-processing-0.3 0.3.1-6
webrtc-audio-processing-1 1.3-4
weechat 4.5.2-1
wget 1.25.0-1
which 2.23-1
wimlib 1.14.4-1
wireplumber 0.5.8-1
wireshark-cli 4.4.5-1
wireshark-qt 4.4.5-1
woff2 1.0.2-5
wpa_supplicant 2:2.11-3
wxwidgets-common 3.2.7.1-1
wxwidgets-gtk3 3.2.7.1-1
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xapp 2.8.8-1
xarchiver 0.5.4.23-1
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.0-1
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xf86-video-vesa 2.6.0-2
xfconf 4.20.0-2
xkeyboard-config 2.44-1
xmlsec 1.3.7-1
xorg-bdftopcf 1.1.2-1
xorg-docs 1.7.3-2
xorg-font-util 1.4.1-2
xorg-fonts-100dpi 1.0.4-3
xorg-fonts-75dpi 1.0.4-2
xorg-fonts-alias-100dpi 1.0.5-1
xorg-fonts-alias-75dpi 1.0.5-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.16-1
xorg-server-common 21.1.16-1
xorg-server-devel 21.1.16-1
xorg-server-xephyr 21.1.16-1
xorg-server-xnest 21.1.16-1
xorg-server-xvfb 21.1.16-1
xorg-sessreg 1.1.3-2
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.7-2
xorg-util-macros 1.20.2-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.4-1
xorg-xbacklight 1.2.4-1
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.8-2
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.6-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.6.4-1
yajl 2.1.0-6
zenity 4.0.5-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zstd 1.5.7-2
zxing-cpp 2.3.0-4
