java-runtime-common 3-6
jbigkit 2.1-8
jetbrains-toolbox 2.1.0.18144-1
jmtpfs 0.5-3
jre17-openjdk 17.0.14.u7-1
jre8-openjdk 8.442.u06-1
jre8-openjdk-headless 8.442.u06-1
json-c 0.18-1
json-glib 1.10.6-1
jsoncpp 1.9.6-3
jxrlib 0.2.4-2
karchive 6.12.0-1
karchive5 5.116.0-1
kauth 6.12.0-1
kauth5 5.116.0-1
kbd 2.7.1-2
kbookmarks 6.12.0-1
kbookmarks5 5.116.0-1
kcmutils 6.12.0-1
kcmutils5 5.116.0-1
kcodecs 6.12.0-1
kcodecs5 5.116.0-1
kcolorscheme 6.12.0-1
kcompletion 6.12.0-1
kcompletion5 5.116.0-1
kconfig 6.12.0-1
kconfig5 5.116.0-1
kconfigwidgets 6.12.0-1
kconfigwidgets5 5.116.0-1
kcontacts 1:6.12.0-1
kcontacts5 5.116.0-1
kcoreaddons 6.12.0-1
kcoreaddons5 5.116.0-1
kcrash 6.12.0-1
kcrash5 5.116.0-1
kdbusaddons 6.12.0-1
kdbusaddons5 5.116.0-1
kdeclarative 6.12.0-1
kdeclarative5 5.116.0-1
kdeconnect 24.12.3-1
kded5 5.116.0-1
kdf 24.12.3-1
keyutils 1.6.3-3
kglobalaccel 6.12.0-1
kglobalaccel5 5.116.0-1
kguiaddons 6.12.0-1
kguiaddons5 5.116.0-1
ki18n 6.12.0-1
ki18n5 5.116.0-1
kiconthemes 6.12.0-1
kiconthemes5 5.116.0-1
kio 6.12.0-1
kio5 5.116.0-1
kirigami 6.12.0-1
kirigami-addons 1.7.0-1
kirigami-addons5 0.11.0-7
kirigami2 5.116.0-1
kitemmodels 6.12.0-1
kitemmodels5 5.116.0-1
kitemviews 6.12.0-1
kitemviews5 5.116.0-1
kjobwidgets 6.12.0-1
kjobwidgets5 5.116.0-1
klogger 1.0-5
kmod 34.1-1
knewstuff5 5.116.0-3
knock-bin 1.3.1-8
knotifications 6.12.0-1
knotifications5 5.116.0-1
knotifyconfig5 5.116.0-1
kpackage5 5.116.0-1
kparts5 5.116.0-1
kpeople 6.12.0-1
kpeople5 5.115.0-1
kpeoplevcard 0.1-2
kpty5 5.116.0-1
krb5 1.21.3-1
kservice 6.12.0-1
kservice5 5.116.0-1
kstatusnotifieritem 6.12.0-1
ksvg 6.12.0-1
ktextwidgets5 5.116.0-1
kwallet 6.12.0-1
kwallet5 5.116.0-1
kwidgetsaddons 6.12.0-1
kwidgetsaddons5 5.116.0-1
kwindowsystem 6.12.0-1
kwindowsystem5 5.116.0-1
kxmlgui 6.12.0-1
kxmlgui5 5.116.0-1
l-smash 2.14.5-4
lame 3.100-5
lapack 3.12.1-2
lcms2 2.17-1
ldns 1.8.4-1
leancrypto 1.2.0-2
lensfun 1:0.3.4-5
less 1:668-1
lib32-alsa-lib 1.2.13-1
lib32-alsa-plugins 1.2.12-1
lib32-amdvlk 2025.Q1.3-1
lib32-brotli 1.1.0-1
lib32-bzip2 1.0.8-4
lib32-curl 8.12.1-1
lib32-e2fsprogs 1.47.2-1
lib32-expat 2.7.0-1
lib32-gcc-libs 14.2.1+r753+g1cd744a6828f-1
lib32-glibc 2.41+r9+ga900dbaf70f0-1
lib32-icu 76.1-1
lib32-jack2 1.9.22-2
lib32-json-c 0.18-1
lib32-keyutils 1.6.3-2
lib32-krb5 1.21.3-1
lib32-libdrm 2.4.124-1
lib32-libelf 0.192-2
lib32-libffi 3.4.7-1
lib32-libglvnd 1.7.0-1
lib32-libgpg-error 1.51-1
lib32-libidn2 2.3.7-1
lib32-libldap 2.6.9-1
lib32-libnghttp2 1.65.0-1
lib32-libnghttp3 1.8.0-1
lib32-libpciaccess 0.18.1-1
lib32-libpsl 0.21.5-1
lib32-libsamplerate 0.2.2-3
lib32-libssh2 1.11.1-1
lib32-libtasn1 4.20.0-1
lib32-libunistring 1.3-1
lib32-libunwind 1.8.1-1
lib32-libx11 1.8.11-1
lib32-libxau 1.0.11-2
lib32-libxcb 1.17.0-1
lib32-libxcrypt 4.4.38-1
lib32-libxcrypt-compat 4.4.38-1
lib32-libxdamage 1.1.6-2
lib32-libxdmcp 1.1.5-1
lib32-libxext 1.3.6-1
lib32-libxfixes 6.0.1-2
lib32-libxml2 2.13.6-2
lib32-libxshmfence 1.3.3-1
lib32-libxss 1.2.4-2
lib32-libxxf86vm 1.1.5-2
lib32-llvm-libs 1:19.1.7-1
lib32-lm_sensors 1:3.6.0.r41.g31d1f125-3
lib32-mesa 1:25.0.1-2
lib32-ncurses 6.5-1
lib32-nspr 4.36-1
lib32-nss 3.109-1
lib32-openssl 1:3.4.1-1
lib32-opus 1.5.2-1
lib32-p11-kit 0.25.5-1
lib32-spirv-tools 1:1.4.309.0-1
lib32-sqlite 3.49.1-1
lib32-vulkan-icd-loader 1.4.304.1-1
lib32-wayland 1.23.1-1
lib32-xz 5.6.4-1
lib32-zlib 1.3.1-2
lib32-zstd 1.5.7-2
libabw 0.1.3-4
libadwaita 1:1.6.5-1
libaio 0.3.113-3
libappindicator-gtk3 12.10.0.r298-4
libarchive 3.7.7-3
libass 0.17.3-1
libassuan 3.0.0-1
libasyncns 1:0.8+r3+g68cd5af-3
libatasmart 0.19-6
libatomic_ops 7.8.2-1
libavc1394 0.5.4-6
libavif 1.2.1-1
libb2 0.98.1-3
libblockdev 3.3.0-1
libblockdev-crypto 3.3.0-1
libblockdev-fs 3.3.0-1
libblockdev-loop 3.3.0-1
libblockdev-mdraid 3.3.0-1
libblockdev-nvme 3.3.0-1
libblockdev-part 3.3.0-1
libblockdev-swap 3.3.0-1
libbluray 1.3.4-2
libbpf 1.5.0-1
libbs2b 3.1.0-9
libbytesize 2.11-1
libcamera 0.4.0-1
libcamera-ipa 0.4.0-1
libcanberra 1:0.30+r2+gc0620e4-4
libcap 2.75-1
libcap-ng 0.8.5-3
libcdio 2.2.0-1
libcdio-paranoia 10.2+2.0.2-1
libcdr 0.1.8-2
libcloudproviders 0.3.6-1
libcmis 0.6.2-3
libcolord 1.4.7-2
libcups 2:2.4.11-2
libdaemon 0.14-6
libdatrie 0.2.13-4
